Date of List,Rank,Title,Author,Pub City,Publisher,Fict/Non/Int,Series,Hardback/paperback,,,,,,,,,,,
22-Oct-96,5.5,Sorok let chanchzhoe,"Lipskerov, D.",Moscow,VAGRIUS,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Oct-96,5.5,Novye svedeniia o karle i klare,"Losev, L.",St. Petersburg,"Pushkinskii fond, zhurnal ""zvezda""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Oct-96,5.5,Velikosvetskie obedy: panorama stolichnoi zhizni,"Lotman, Iu. M., Pogosian, E. V.",St. Petersburg,Pushkinskii fond,"""Intellektual'nye"" bestsellery",Byloi peterburg,not listed,,,,,,,,,,,
22-Oct-96,5.5,Kitai v XVI-XVII vekakh: traditsiia i kul'tura,"Maliavin, V. V.",Moscow,Iskusstvo,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Oct-96,5.5,Iisus neizvestnyi,"Merezhkovskii, D. S.",Moscow,Respublika,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
22-Oct-96,5.5,V zashchitu filosofii,"Merlo-Ponti, M.",Moscow,Izdatel'stvo gumanitarnoi literatury,"""Intellektual'nye"" bestsellery",Frantsuzskaia filosofiia XX veka,not listed,,,,,,,,,,,
22-Oct-96,1,Shakaldy ,"Leonov, N.",Moscow,EKSMO,Belletristika,Vne zakona ,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,1,Svoi krug,"Koretskii, D.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,2,Such'ia Zona ,"Khristoforov, I.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,2,Den' luny ,"Abdullaev, Ch.",Moscow,EKSMO,Belletristika,Vne zakona ,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,3,Dzheik Vylf v dozore,"Khol, Dzh.",Moscow,Raduga,Belletristika,iskushenie,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,3,Volkodav,"Semenova, M.",St. Petersburg,Azbuka ,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,4,Logovo Drakona,"Dzhordzh, K.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,4,Banda-4,"Pronin, V.",St. Petersburg,Folio-Press,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,5,"Missiia ""Zemlia"": Plan Vtorzheniia","Khabbard, L. Ron",Moscow,Riga: Poliaris,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,5,"Liubov' po ob""iavleniiu","Bekin, O.",Moscow,RMZh,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,6,Kontrol'nyi vystrel,"Neznanskii, F.",Moscow,"AST, Lirus, Drofa",Belletristika,Marsh Turetskogo,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,6,Neistovoe serdtse,"Kessidi, K.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,7,Razborki tret'ego urovnia,"Golovachev, V.",Moscow,EKSMO,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,7,Moi muzhchina,"Bennet, M.",Moscow,RMZh,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,8,Razreshennoe Volshebstvo,"Perumov, N.",Moscow,EKSMO,Belletristika,Absoliutnoe oruzhie,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,8,Chto skazal pokoinik,"Khmelevskaia, I.",Moscow,FanTOM PRESS INTER V.M.,Belletristika,Ironicheskii detektiv,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,9,Vozvrashchenie Beshenogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,9,Tridtsatogo unichtozhit' ,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,10,Srok dlia beshenogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,10,Koftochka ,"Zadornov, M.",Moscow,Iauza,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,1,Razvedka i kreml'. zapiski nezhelatel'nogo svidetelia,"Sudoplatov, P.",Moscow,GEIa,Inaia literatura,Rassekrechennye zhizni,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,1,Tosty,not listed,Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,2,Moskva banditskaia,"Modestov, N.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,2,Zvezdy i sud'by,not listed,Moscow,Zolotoi telenok,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,3,Pod kolpakom kontrrazvedki: tainaia podopleka perestroiki,"Shironin, V.",Moscow,Paleia,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,3,Opasnyi vozrast,"Khmelevskaia, I.",Moscow,FANTOM PRESS INTER V.M.,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,4,Kak zavoevyvat' druzei i okazyvat' vliianie na liudei,"Karnegi, D.",not listed,vypuski raznykh izd-v,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,4,"Sekrety o muzhchinakh, kotorye dolzhna znat' kazhdaia zhenshcina","De Andzhelis, B.","Moscow, Dubna","Tsentr obshchechelovecheskikh tsennostei, feniks",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,5,Banditskii peterburg,Konstantinov,St. Petersburg,Folio-press,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,5,Isprav' sud'bu svoiu,"Travinka, V., Levshinov, A.",St. Petersburg,Piter,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,6,Pamiatnye zapiski,"Kaganovich, L.",Moscow,VAGRIUS,Inaia literatura,Moi XX vek,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,6,Zolotaia kniga rukovoditelia,"Taranov, P.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Nastol'naia kniga biznesmena,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,7,Akterskaia kniga,"Kozakov, M.",Moscow,VAGRIUS,Inaia literatura,Moi XX vek,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,7,Vybor puti,"Shatalova, G.",Moscow,"Elen i ko, KSP",Inaia literatura,Sistema estestvennogo ozdorovleniia,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,8,KGB v smokinge-2,"Mal'tseva, V.",Moscow,Terra,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,8,Rebenok i ukhod za nim,"Spok, B.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Nastol'naia kniga roditelei,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,9,Zapiski ob anne akhmatovoi,"Chukovskaia, L.",Khar'kov,Folio,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,9,Ugolovnyi kodeks rossiiskoi federatsii,not listed,not listed,vypuski raznykh izd-v,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
22-Oct-96,10,Nemetskaia ovcharka segodnia,"Striklend, U. G., Mozes, D. E.",Moscow,Tsentrpoligraf,Inaia literatura,Biblioteka amerikanskogo sobakovodstva,v tverdom pereplete,,,,,,,,,,,
22-Oct-96,10,Dumai i bogatei,"Khill, N.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Nastol'naia kniga biznesmena,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,5.5,Vo tsvete let,"Agnon, Sh. I.",Moscow,Panorama,"""Intellektual'nye"" bestsellery",Laureaty nobelevskoi premii,not listed,,,,,,,,,,,
29-Oct-96,5.5,Ovidii,"Vulikh, N. V.",Moscow,"Molodaia gvardiia, Soratnik","""Intellektual'nye"" bestsellery",Zhizn' zamechatel'nykh liudei,not listed,,,,,,,,,,,
29-Oct-96,5.5,Poetika gogolia,"Mann, Iu. V.",Moscow,Coda,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Oct-96,5.5,Neizdannoe,"Poplavskii, B. Iu.",Moscow,Khristianskoe izdatel'stvo,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Oct-96,5.5,Psikhika stalina,"Rankur-Laferrier, D.",Moscow,Progress-akademiia,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Oct-96,5.5,Russkaia starina,not listed,"Moscow, SPb","RIK ""kul'tura"", IIA ""LIK""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Oct-96,5.5,Missiia zigmunda freida,"Fromm, E.",Moscow,Ves' mir,"""Intellektual'nye"" bestsellery",Biblioteka psikhoanaliza,not listed,,,,,,,,,,,
29-Oct-96,5.5,Sobranie sochinenii,"Khodasevich, V. F.",Moscow,Soglasie,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Oct-96,5.5,Zapiski ob anne akhmatovoi,"Chukovskaia, L.","Khar'kov, SPb","Folio, zhurnal ""neva""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
29-Oct-96,5.5,Russkii formalizm: istoriia i teoriia,"Erlikh, V.",St. Petersburg,Akademicheskii proekt,"""Intellektual'nye"" bestsellery",Sovremennaia zapadnaia rusistika,not listed,,,,,,,,,,,
29-Oct-96,1,Shakaly,"Leonov, N.",Moscow,EKSMO,Belletristika,Vne zakona ,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,1,Svoi krug,"Koretskii, D.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,2,Den' luny ,"Abdullaev, Ch.",Moscow,EKSMO,Belletristika,Vne zakona ,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,2,Lovushka,"Leonov, N.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,3,Okhota na piran'iu,"Bushkov, A.",Moscow,OLMA-Press,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,3,Navstrechu sud'be,"Uilson, P.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,4,Tvoe nezhnoe imia,"Kessidi, K.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,4,Volkodav,"Semenova, M.",St. Petersburg,Azbuka ,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,5,Ideal'naia nevesta,"Kressuell, Dzh.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,5,Banda-4,"Pronin, V.",St. Petersburg,Folio-Press,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,6,Srok dlia beshenogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,6,Utoli moiu pechal',"Loumen, D.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,7,Razborki tret'ego urovnia,"Golovachev, V.",Moscow,EKSMO,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,7,Rebenok Dzheika,"Longford, L.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,8,Razreshennoe Volshebstvo,"Perumov, N.",Moscow,EKSMO,Belletristika,Absoliutnoe oruzhie,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,8,Tridtsatogo unichtozhit' ,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,9,Vozvrashchenie Beshenogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,9,Kolodtsy predkov,"Khmelevskaia, I.",Moscow,FanTOM PRESS INTER V.M.,Belletristika,Ironicheskii detektiv,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,10,Zoloto beshenogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,10,Snesti emu golovu,"Marsh, N.",Moscow,FanTOM PRESS INTER V.M.,Belletristika,Ironicheskii detektiv,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,1,Razvedka i kreml'. zapiski nezhelatel'nogo svidetelia,"Sudoplatov, P.",Moscow,GEIa,Inaia literatura,Rassekrechennye zhizni,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,1,Tosty,not listed,Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,2,Moskva banditskaia,"Modestov, N.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,2,Zvezdy i sud'by,not listed,Moscow,Zolotoi telenok,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,3,KGB v smokinge-2,"Mal'tseva, V.",Moscow,Terra,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,3,Vybor puti,"Shatalova, G.",Moscow,"Elen i ko, KSP",Inaia literatura,Sistema estestvennogo ozdorovleniia,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,4,Banditskii peterburg,Konstantinov,St. Petersburg,Folio-press,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,4,Isprav' sud'bu svoiu,"Travinka, V., Levshinov, A.",St. Petersburg,Piter,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,5,Opasnyi vozrast,"Khmelevskaia, I.",Moscow,FANTOM PRESS INTER V.M.,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,5,Zapiski ob anne akhmatovoi,"Chukovskaia, L.",Khar'kov,Folio,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,6,Akterskaia kniga,"Kozakov, M.",Moscow,VAGRIUS,Inaia literatura,Moi XX vek,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,6,Zolotaia kniga rukovoditelia,"Taranov, P.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Nastol'naia kniga biznesmena,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,7,Nashi traditsii,not listed,Moscow,Bukmen,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,7,Rebenok i ukhod za nim,"Spok, B.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Nastol'naia kniga roditelei,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,8,Ekonomicheskie prestupniki: prestupniki v belykh vorotnichkakh,not listed,Minsk,Literatura,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,8,Zdorov'e i dolgoletie,"Bregg, P.",Moscow,Gregori-peidzh,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,9,Travolechebnik,"Popov, A.",St. Petersburg,Leila,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,9,Dumai i bogatei,"Khill, N.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Nastol'naia kniga biznesmena,v miagkoi oblozhke,,,,,,,,,,,
29-Oct-96,10,Zhenshchina i krasota,"Loren, S.",Moscow,VAGRIUS,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
29-Oct-96,10,Ugolovnyi kodeks rossiiskoi federatsii,not listed,not listed,vypuski raznykh izd-v,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,5.5,Serafita,"Bal'zak, O. de.",Moscow,Enigma,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
5-Nov-96,5.5,Mesto renessansa v istorii kul'tury,"Bitsilli, P. M.",St. Petersburg,Mifril,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
5-Nov-96,5.5,Izbrannoe v perevodakh g.shengeli,"Verlen, P.",Moscow,Moskovskii rabochii,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
5-Nov-96,5.5,Stikhotvoreniia,"Kuzmin, M.",St. Petersburg,"Gumanitarnoe agentstvo ""akademicheskii proekt""","""Intellektual'nye"" bestsellery",Novaia biblioteka poeta,not listed,,,,,,,,,,,
5-Nov-96,5.5,Agrippa nettesgeimskii,"Ors'e, Zh.",Tomsk,Volodei,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
5-Nov-96,5.5,M.M.Bakhtin: ot filosofii postupka k ritorike postupka,"Peshkov, A. M.",Moscow,Labirint,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
5-Nov-96,5.5,Mifologicheskie razmyshleniia. lektsii po fenomenologii mifa,"Piatigorskii, A. M.",Moscow,"Shkola ""Iazyki russkoi kul'tury""","""Intellektual'nye"" bestsellery",Iazyk. semiotika. kul'tura,not listed,,,,,,,,,,,
5-Nov-96,5.5,Sobranie sochinenii,"Khodasevich, V. F.",Moscow,Soglasie,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
5-Nov-96,5.5,Zapiski ob anne akhmatovoi,"Chukovskaia, L.","Khar'kov, SPb","Folio, zhurnal ""neva""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
5-Nov-96,5.5,Pod ten'iu lilii,"Eliade, M.",Moscow,Enigma,"""Intellektual'nye"" bestsellery",Mindragora,not listed,,,,,,,,,,,
5-Nov-96,1,Shakaly,"Leonov, N.",Moscow,EKSMO,Belletristika,Vne zakona ,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,1,Liubovnitsa,"Dreik, A.",Moscow,Izd. dom na Strastnom,Belletristika,Skarlet,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,2,Sterviatnik,"Bushkov, A.",Moscow,OLMA-Press,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,2,Svoi krug,"Koretskii, D.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,3,Led i plamen',"Barri, M.",Moscow,Izd. dom na Strastnom,Belletristika,Skarlet,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,3,Banda-4,"Pronin, V.",St. Petersburg,Folio-Press,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,4,Razreshennoe Volshebstvo,"Perumov, N.",Moscow,EKSMO,Belletristika,Absoliutnoe oruzhie,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,4,Lovushka,"Leonov, N.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,5,Komanda beshenogo ,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,5,Rebenok Dzheika,"Longford, L.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,6,Mest' beshenogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,6,Navstrechu sud'be,"Uilson, P.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,7,Kto streliaet poslednim,"Neznanskii, F.",Moscow,"AST, Lirus, Drofa",Belletristika,Marsh Turetskogo,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,7,Smersh-2,"Golovachev, V.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,8,Razborki tret'ego urovnia,"Golovachev, V.",Moscow,EKSMO,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,8,Tridtsatogo unichtozhit' ,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,9,Kolodtsy predkov,"Khmelevskaia, I.",Moscow,FanTOM PRESS INTER V.M.,Belletristika,Ironicheskii detektiv,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,9,Volkodav,"Semenova, M.",St. Petersburg,Azbuka ,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,10,"Missiia ""Zemlia"": Plan Vtorzheniia","Khabbard, L. Ron",Moscow,Riga: Poliaris,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,10,Kukly,"Shenderovich, V.",Moscow,VAGRIUS,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,1,Moskva banditskaia,"Modestov, N.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,1,Tosty,not listed,Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,2,Protsess iaponchika,"Grant, A.",Moscow,AST,Inaia literatura,Eduard topol' predstavliaet,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,2,Ugolovnyi kodeks rossiiskoi federatsii,not listed,not listed,vypuski raznykh izd-v,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,3,Razvedka i kreml'. zapiski nezhelatel'nogo svidetelia,"Sudoplatov, P.",Moscow,GEIa,Inaia literatura,Rassekrechennye zhizni,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,3,Vybor puti,"Shatalova, G.",Moscow,"Elen i ko, KSP",Inaia literatura,Sistema estestvennogo ozdorovleniia,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,4,Opasnyi vozrast,"Khmelevskaia, I.",Moscow,FANTOM PRESS INTER V.M.,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,4,Banditskii peterburg,Konstantinov,St. Petersburg,Folio-press,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,5,Pamiatnye zapiski,"Kaganovich, L.",Moscow,VAGRIUS,Inaia literatura,Moi XX vek,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,5,Zvezdy i sud'by,not listed,Moscow,Zolotoi telenok,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,6,Akterskaia kniga,"Kozakov, M.",Moscow,VAGRIUS,Inaia literatura,Moi XX vek,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,6,Rebenok i ukhod za nim,"Spok, B.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,Nastol'naia kniga roditelei,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,7,KGB v smokinge-2,"Mal'tseva, V.",Moscow,Terra,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,7,"Delaite eto pravil'no, kreshchenie",not listed,Moscow,BUKmen,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,8,Kak zavoevyvat' druzei i okazyvat' vliianie na liudei,"Karnegi, D.",not listed,vypuski raznykh izd-v,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,8,"Delaite eto pravil'no, pokhorony",not listed,Moscow,BUKmen,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,9,Zapiski ob anne akhmatovoi,"Chukovskaia, L.",Khar'kov,Folio,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,9,"Delaite eto pravil'no, domashnee vinodelie",not listed,Moscow,BUKmen,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
5-Nov-96,10,Sozdaite svoi imidzh. rukovodstvo dlia muzhchin,"Spillein, M.",Moscow,OLMA-Press,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
5-Nov-96,10,"Dzhiu dzhitsu, tekhnika boevykh priemov","Ivanov-Katanskii, S.",Moscow,"Agentstvo ""FAIR""",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
12-Nov-96,5.5,Chernovuk chuvstv,"Velinkov, A. V.",Moscow,Aleksandr sevast'ianov,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
12-Nov-96,5.5,Izbrannye trudy po filologii,"Bitsilli, P. M.",Moscow,Nasledie,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
12-Nov-96,5.5,Metafora i ratsional'nost' kak problema sotsial'noi epistemologii,"Gudkov, L. D.",Moscow,Rusina,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
12-Nov-96,5.5,Stikhotvoreniia,"Kuzmin, M.",St. Petersburg,"Gumanitarnoe agentstvo ""akademicheskii proekt""","""Intellektual'nye"" bestsellery",Novaia biblioteka poeta,not listed,,,,,,,,,,,
12-Nov-96,5.5,Poeziia. proza. dnevniki,"Palei, V. P., kniaz'",Moscow,Al'ma mater,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
12-Nov-96,5.5,Voina s gotami,Prokopii Kesariiskii,Moscow,Arktos,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
12-Nov-96,5.5,Sud'by rossiiskogo krest'ianstva,not listed,Moscow,Izd-vo RGGU,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
12-Nov-96,5.5,"Napoleon, ili mif o ""spasitele""","Tiular, Zh.",Moscow,Molodaia gvardiia,"""Intellektual'nye"" bestsellery",Zhizn' zamechatel'nykh liudei,not listed,,,,,,,,,,,
12-Nov-96,5.5,Puteshestvie dushi v tsarstve mertvykh,"Uollis Badzh, E. A.",Moscow,"ADE ""zolotoi vek""","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
12-Nov-96,5.5,Chelovek v krugu sem'i,not listed,Moscow,Izd-vo RGGU,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
12-Nov-96,1,Shakaly,"Leonov, N.",Moscow,EKSMO,Belletristika,Vne zakona ,v tverdom pereplete,,,,,,,,,,,
12-Nov-96,1,Lovushka,"Leonov, N.",Moscow,EKSMO,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
12-Nov-96,2,Sterviatnik,"Bushkov, A.",Moscow,OLMA-Press,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
12-Nov-96,2,Vozvrashchenie Beshenogo,"Dotsenko, V.",Moscow,VAGRIUS,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
12-Nov-96,3,Razreshennoe Volshebstvo,"Perumov, N.",Moscow,EKSMO,Belletristika,Absoliutnoe oruzhie,v tverdom pereplete,,,,,,,,,,,
12-Nov-96,3,Smersh-2,"Golovachev, V.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
12-Nov-96,4,Bezoruzhna i ochen' opasna,"Dvoretskii, L.",Moscow,VAGRIUS,Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
